2026-08-19 11:28:30,abuse_ch,domain,woolvilli.com,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,url,http://woolvilli.com/api/v2,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,url,http://dubl2allremriki.com/api/v2,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,url,http://dubl1allremriki.com/api/v2,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,url,http://allremdeskriki.com/api/v2,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,url,http://136.244.100.54:8899/api/v1/agent/ws,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,url,http://136.244.100.54:8899/api/v1/agent/register,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,domain,dubl2allremriki.com,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,domain,dubl1allremriki.com,,https://x.com/abuse_ch/status/2090038189347987611
2026-08-19 11:28:30,abuse_ch,domain,allremdeskriki.com,,https://x.com/abuse_ch/status/2090038189347987611
